Education;Income;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Customer_for;Spent;Dependents;Partner;TotalAcceptedCmp;TotalPurchases
Undergraduate;75127.0;92;203.0;35.0;305.0;46.0;17.0;227.0;1;2;11;5;1;0;0;0;0;0;0;0;62;6;833.0;0;0;0;18
Undergraduate;48726.0;90;138.0;3.0;38.0;4.0;0.0;59.0;3;3;2;4;6;0;0;0;0;0;0;0;59;19;242.0;1;1;0;9
Undergraduate;74985.0;8;587.0;51.0;898.0;247.0;0.0;86.0;1;3;6;7;2;0;0;0;0;0;0;0;37;25;1869.0;0;1;0;16
Undergraduate;67430.0;6;595.0;97.0;291.0;127.0;133.0;121.0;1;11;5;12;6;0;0;0;0;0;0;0;27;31;1364.0;0;1;0;28
Undergraduate;46891.0;91;43.0;12.0;23.0;29.0;15.0;61.0;1;2;1;4;4;0;0;0;0;0;0;0;49;23;183.0;1;1;0;7
Graduate;62058.0;52;301.0;7.0;74.0;10.0;0.0;58.0;4;6;1;7;6;0;0;0;0;0;0;0;58;18;450.0;1;1;0;14
Undergraduate;72063.0;3;180.0;32.0;348.0;76.0;32.0;90.0;2;5;2;12;2;0;0;0;0;0;0;0;35;21;758.0;1;1;0;19
Graduate;78939.0;57;794.0;115.0;243.0;150.0;0.0;205.0;1;8;5;6;3;0;0;0;0;0;0;0;63;11;1507.0;0;1;0;19
Undergraduate;42720.0;9;392.0;5.0;91.0;28.0;26.0;112.0;8;7;3;7;8;0;0;0;0;0;0;1;49;19;654.0;2;0;0;17
Undergraduate;33622.0;22;39.0;1.0;22.0;3.0;4.0;12.0;3;2;0;4;7;0;0;0;0;0;0;0;42;20;81.0;2;1;0;6
Graduate;6835.0;76;107.0;2.0;12.0;2.0;2.0;12.0;0;0;0;1;20;0;0;0;0;0;0;0;57;28;137.0;1;1;0;1
Undergraduate;41452.0;86;13.0;0.0;3.0;0.0;0.0;0.0;1;1;0;2;7;0;0;0;0;0;0;0;61;18;16.0;2;1;0;3
Graduate;40760.0;64;70.0;0.0;17.0;0.0;0.0;6.0;2;2;1;3;6;0;0;0;0;0;0;0;49;15;93.0;1;0;0;6
Graduate;74250.0;90;680.0;11.0;392.0;75.0;0.0;0.0;1;2;11;4;1;0;0;0;0;0;0;0;56;10;1158.0;0;1;0;17
Graduate;51124.0;79;26.0;1.0;11.0;0.0;1.0;4.0;2;1;0;3;3;0;0;0;0;0;0;0;59;11;43.0;2;0;0;4
Undergraduate;72258.0;28;522.0;0.0;522.0;227.0;120.0;134.0;2;6;9;5;2;0;0;0;0;0;0;0;43;12;1525.0;1;0;0;20
Graduate;71466.0;86;412.0;12.0;546.0;78.0;182.0;0.0;1;4;4;10;1;0;0;0;0;0;0;0;40;7;1230.0;0;0;0;18
Undergraduate;36283.0;42;6.0;5.0;5.0;8.0;0.0;5.0;2;1;0;3;4;0;0;0;0;0;0;0;38;7;29.0;2;1;0;4
Undergraduate;20587.0;39;2.0;3.0;6.0;4.0;1.0;9.0;1;1;1;2;7;0;0;0;0;0;0;0;44;1;25.0;1;0;0;4
Undergraduate;30467.0;8;1.0;3.0;8.0;2.0;5.0;5.0;1;1;0;2;7;0;0;0;0;0;0;0;42;8;24.0;1;1;0;3
Undergraduate;31590.0;40;6.0;2.0;15.0;6.0;6.0;3.0;1;1;0;3;8;0;0;0;0;0;0;0;42;17;38.0;1;1;0;4
Basic;20425.0;5;4.0;12.0;5.0;3.0;16.0;17.0;2;2;0;3;7;0;0;0;0;0;0;0;28;25;57.0;1;1;0;5
Graduate;17144.0;96;18.0;2.0;19.0;0.0;2.0;6.0;5;3;0;4;7;0;0;0;0;0;0;0;54;9;47.0;2;1;0;7
Graduate;42564.0;28;324.0;48.0;186.0;39.0;18.0;198.0;6;6;8;4;7;1;0;0;0;0;0;1;46;22;813.0;1;0;1;18
Graduate;43783.0;22;327.0;9.0;125.0;25.0;4.0;139.0;6;7;1;8;7;1;0;0;0;0;0;0;36;6;629.0;1;1;1;16
Undergraduate;40780.0;30;229.0;27.0;71.0;13.0;3.0;34.0;4;7;1;5;9;0;0;0;0;0;0;0;38;28;377.0;1;0;0;13
Graduate;62847.0;45;521.0;168.0;706.0;80.0;76.0;61.0;1;3;6;4;2;0;0;0;0;0;0;0;69;23;1612.0;0;1;0;13
Graduate;82017.0;58;184.0;23.0;446.0;30.0;23.0;23.0;1;5;4;7;2;0;1;1;1;0;0;1;57;29;729.0;0;1;3;16
Undergraduate;16813.0;49;4.0;8.0;11.0;12.0;2.0;13.0;1;2;0;3;7;1;0;0;0;0;0;0;64;16;50.0;0;0;1;5
Undergraduate;51267.0;37;183.0;2.0;64.0;7.0;2.0;12.0;4;3;3;5;4;0;0;0;0;0;0;0;36;13;270.0;2;1;0;11
Undergraduate;46524.0;70;31.0;19.0;35.0;26.0;14.0;52.0;2;1;1;5;3;0;0;0;0;0;0;0;53;19;177.0;1;0;0;7
Graduate;45183.0;33;219.0;3.0;60.0;12.0;9.0;12.0;1;4;1;7;7;0;1;0;0;0;0;0;52;22;315.0;0;0;1;12
Graduate;70421.0;98;479.0;28.0;136.0;75.0;14.0;35.0;3;10;3;7;6;0;0;0;0;0;0;0;60;5;767.0;1;1;0;20
Undergraduate;60161.0;17;584.0;44.0;212.0;46.0;8.0;177.0;3;11;4;8;8;0;0;0;0;0;0;0;49;25;1071.0;1;0;0;23
Undergraduate;73926.0;54;627.0;91.0;597.0;159.0;91.0;15.0;1;6;5;12;3;0;0;0;0;0;0;0;41;22;1580.0;0;1;0;23
Undergraduate;19329.0;39;24.0;1.0;16.0;12.0;2.0;5.0;3;4;0;3;8;0;0;0;0;0;0;0;46;11;60.0;1;1;0;7
Graduate;61872.0;81;330.0;5.0;159.0;36.0;27.0;16.0;4;4;4;9;4;0;0;0;0;0;0;0;44;11;573.0;1;1;0;17
Undergraduate;46984.0;71;19.0;1.0;10.0;2.0;1.0;8.0;1;1;0;3;5;0;0;0;0;0;0;0;58;20;41.0;2;0;0;4
Undergraduate;34838.0;62;28.0;23.0;29.0;29.0;14.0;47.0;3;2;1;4;6;0;0;0;0;0;0;0;63;22;170.0;2;1;0;7
Graduate;82716.0;8;606.0;148.0;228.0;15.0;148.0;22.0;1;6;8;13;2;0;0;0;0;0;0;0;70;19;1167.0;0;0;0;27
Undergraduate;48192.0;76;1039.0;43.0;204.0;153.0;58.0;29.0;3;2;8;12;8;0;1;0;1;1;0;1;56;18;1526.0;0;1;3;22
Graduate;49681.0;66;411.0;0.0;26.0;0.0;0.0;21.0;6;7;1;7;7;0;0;0;0;0;0;0;38;20;458.0;2;1;0;15
Graduate;56850.0;83;34.0;1.0;19.0;2.0;7.0;0.0;1;1;1;3;2;0;0;0;0;0;0;0;43;8;63.0;1;1;0;5
Undergraduate;55267.0;28;161.0;28.0;136.0;32.0;3.0;45.0;4;3;4;6;3;0;0;0;0;0;0;0;57;13;405.0;1;1;0;13
Undergraduate;59666.0;87;623.0;53.0;178.0;23.0;17.0;133.0;7;3;2;8;8;0;1;0;0;0;0;0;42;20;1027.0;2;1;1;13
Undergraduate;72504.0;43;604.0;26.0;470.0;123.0;161.0;94.0;2;5;9;6;2;0;0;0;0;0;0;0;42;18;1478.0;1;0;0;20
Undergraduate;26872.0;0;3.0;10.0;8.0;3.0;16.0;32.0;1;1;1;2;6;0;0;0;0;0;0;0;33;13;72.0;0;1;0;4
Undergraduate;21359.0;1;12.0;2.0;17.0;6.0;1.0;10.0;2;2;0;3;8;0;0;0;0;0;0;1;42;19;48.0;1;0;0;5
Undergraduate;73170.0;1;184.0;174.0;256.0;50.0;30.0;32.0;1;5;4;6;2;0;0;0;0;0;0;0;39;6;726.0;0;0;0;15
Graduate;52750.0;72;393.0;0.0;239.0;90.0;69.0;69.0;6;5;7;9;4;0;0;0;0;0;0;0;59;20;860.0;1;1;0;21
Graduate;91820.0;72;410.0;73.0;747.0;76.0;161.0;30.0;0;5;5;12;1;0;0;0;0;0;0;0;28;12;1497.0;0;1;0;22
Graduate;65968.0;12;376.0;9.0;83.0;19.0;4.0;4.0;2;5;4;7;3;0;0;0;0;0;0;0;44;0;495.0;1;1;0;16
Undergraduate;30772.0;89;7.0;2.0;4.0;2.0;1.0;4.0;1;1;0;2;6;0;0;0;0;0;0;0;38;0;20.0;2;1;0;3
Undergraduate;22507.0;67;68.0;0.0;226.0;51.0;157.0;68.0;3;10;2;4;9;0;0;0;0;0;0;0;60;24;570.0;0;0;0;16
Undergraduate;65685.0;54;642.0;14.0;49.0;0.0;7.0;57.0;1;9;2;9;5;0;0;0;0;0;0;0;42;8;769.0;1;1;0;20
Undergraduate;25804.0;34;8.0;7.0;9.0;13.0;6.0;12.0;2;2;0;3;8;0;0;0;0;0;0;0;36;23;55.0;1;1;0;5
Graduate;76412.0;15;840.0;53.0;804.0;23.0;71.0;17.0;1;5;4;8;3;0;0;1;1;0;0;1;34;19;1808.0;0;0;2;17
Undergraduate;22063.0;43;7.0;10.0;13.0;3.0;11.0;11.0;2;2;0;3;7;0;0;0;0;0;0;0;42;16;55.0;1;1;0;5
Undergraduate;57091.0;0;464.0;5.0;64.0;7.0;0.0;37.0;1;7;3;7;5;0;0;0;0;1;0;1;53;5;577.0;0;0;1;17
Undergraduate;22419.0;74;30.0;3.0;47.0;19.0;21.0;42.0;1;3;2;2;8;0;0;0;0;0;0;0;51;19;162.0;0;1;0;7
Undergraduate;87771.0;61;1492.0;38.0;287.0;50.0;57.0;33.0;1;5;10;4;6;0;1;1;1;1;0;1;55;18;1957.0;1;1;4;19
Undergraduate;78353.0;51;752.0;122.0;476.0;39.0;153.0;34.0;1;10;2;11;8;0;0;0;0;0;0;0;55;19;1576.0;1;0;0;23
Undergraduate;93404.0;97;1279.0;15.0;287.0;20.0;0.0;15.0;3;3;4;7;5;0;1;1;0;0;0;0;60;17;1616.0;3;1;2;14
Undergraduate;37859.0;75;22.0;1.0;8.0;2.0;1.0;2.0;2;1;0;3;8;0;0;0;0;0;0;0;52;12;36.0;3;0;0;4
Graduate;80995.0;83;860.0;28.0;409.0;73.0;56.0;56.0;1;8;9;4;4;0;0;0;0;0;0;0;56;13;1482.0;1;0;0;21
Undergraduate;16529.0;23;3.0;0.0;5.0;13.0;0.0;1.0;1;1;0;3;6;0;0;0;0;0;0;0;30;11;22.0;1;1;0;4
Graduate;55412.0;65;10.0;5.0;28.0;11.0;1.0;8.0;1;2;0;3;5;0;0;0;0;0;0;0;38;12;63.0;2;0;0;5
Undergraduate;48789.0;94;351.0;16.0;156.0;7.0;5.0;145.0;1;6;4;7;6;0;0;0;0;0;0;0;22;26;680.0;0;0;0;17
Graduate;56575.0;42;421.0;5.0;90.0;0.0;16.0;10.0;3;7;3;7;5;0;0;0;0;0;0;0;47;19;542.0;2;1;0;17
Undergraduate;25130.0;10;2.0;5.0;7.0;0.0;18.0;18.0;2;2;0;3;7;0;0;0;0;0;0;0;34;22;50.0;1;1;0;5
Undergraduate;35441.0;94;25.0;1.0;9.0;2.0;1.0;1.0;2;1;0;3;8;0;0;0;0;0;0;0;47;22;39.0;2;1;0;4
Undergraduate;71391.0;50;336.0;123.0;274.0;46.0;123.0;141.0;5;6;5;12;3;0;0;0;0;0;0;0;58;20;1043.0;1;1;0;23
Graduate;49494.0;46;191.0;9.0;97.0;0.0;6.0;82.0;2;6;1;5;7;0;0;0;0;0;0;0;42;19;385.0;1;0;0;12
Undergraduate;81702.0;98;563.0;50.0;774.0;28.0;31.0;187.0;1;7;7;12;3;0;0;0;0;0;0;0;34;26;1633.0;0;0;0;26
Undergraduate;45889.0;42;31.0;0.0;6.0;0.0;1.0;8.0;1;1;0;3;6;0;0;0;0;0;0;0;34;22;46.0;1;0;0;4
Undergraduate;56628.0;30;479.0;5.0;82.0;7.0;17.0;171.0;2;7;6;5;5;1;0;0;0;0;0;0;37;8;761.0;1;0;1;18
Undergraduate;34026.0;11;18.0;6.0;15.0;12.0;8.0;17.0;3;2;1;3;5;0;0;0;0;0;0;0;64;19;76.0;2;1;0;6
Undergraduate;40049.0;61;91.0;65.0;52.0;10.0;44.0;28.0;3;3;2;6;5;0;0;0;0;0;0;0;40;24;290.0;1;1;0;11
Undergraduate;34176.0;12;5.0;7.0;24.0;19.0;14.0;20.0;4;3;0;4;6;0;0;0;0;0;0;0;26;0;89.0;1;0;0;7
Undergraduate;19419.0;76;2.0;14.0;28.0;16.0;3.0;7.0;4;4;0;3;9;0;0;0;0;0;0;0;33;26;70.0;1;1;0;7
Undergraduate;82504.0;2;362.0;50.0;431.0;134.0;35.0;54.0;1;3;6;7;1;0;0;0;0;0;0;0;54;16;1066.0;0;1;0;16
Undergraduate;81205.0;43;724.0;74.0;929.0;97.0;55.0;130.0;1;5;6;7;2;1;0;1;0;1;0;1;44;10;2009.0;0;1;3;18
Undergraduate;61618.0;27;605.0;91.0;399.0;0.0;45.0;205.0;2;3;6;8;3;0;0;0;0;0;0;0;23;26;1345.0;0;0;0;17
Graduate;55284.0;60;547.0;7.0;140.0;0.0;7.0;63.0;3;7;5;8;5;0;0;0;0;0;0;0;58;23;764.0;1;0;0;20
Undergraduate;49980.0;79;104.0;1.0;54.0;13.0;9.0;14.0;2;3;1;5;5;0;0;0;0;0;0;0;51;13;195.0;1;0;0;9
Undergraduate;15072.0;96;8.0;2.0;15.0;0.0;10.0;18.0;4;3;1;3;5;0;0;0;0;0;0;0;34;14;53.0;2;1;0;7
Undergraduate;49166.0;17;224.0;2.0;25.0;7.0;0.0;110.0;2;5;3;3;6;0;0;0;0;0;0;0;40;18;368.0;1;0;0;11
Graduate;65324.0;0;384.0;0.0;102.0;21.0;32.0;5.0;3;6;2;9;4;0;0;0;0;0;0;0;60;1;544.0;1;1;0;17
Undergraduate;82347.0;38;556.0;54.0;845.0;202.0;133.0;63.0;1;7;7;10;3;1;0;0;1;0;0;0;57;30;1853.0;0;1;2;24
Graduate;30843.0;43;24.0;0.0;2.0;0.0;0.0;9.0;2;1;1;2;5;1;0;0;0;0;0;0;48;6;35.0;2;1;1;4
Graduate;46374.0;1;408.0;0.0;21.0;0.0;0.0;17.0;3;7;1;7;8;0;1;0;1;0;0;1;40;8;446.0;1;1;2;15
Undergraduate;60474.0;25;265.0;199.0;303.0;234.0;9.0;170.0;7;10;2;12;7;0;0;0;0;0;0;0;35;23;1180.0;1;0;0;24
Graduate;38576.0;2;34.0;0.0;7.0;0.0;0.0;0.0;1;1;0;3;7;0;0;0;0;0;0;0;41;8;41.0;1;1;0;4
Undergraduate;55357.0;66;374.0;64.0;116.0;84.0;25.0;64.0;3;6;2;11;5;0;0;0;0;0;0;0;29;21;727.0;2;1;0;19
Undergraduate;37758.0;49;27.0;2.0;10.0;0.0;0.0;1.0;2;1;0;3;8;0;0;0;0;0;0;0;48;32;40.0;2;1;0;4
Undergraduate;85710.0;5;600.0;20.0;350.0;29.0;30.0;33.0;1;6;9;10;2;0;0;1;0;0;0;0;25;19;1062.0;0;1;1;25
Undergraduate;23228.0;71;13.0;2.0;18.0;6.0;1.0;0.0;2;2;0;3;8;0;0;0;0;0;0;0;45;10;40.0;1;1;0;5
Graduate;44602.0;35;167.0;2.0;89.0;0.0;0.0;34.0;6;6;1;4;8;0;0;0;0;0;0;0;45;9;292.0;2;1;0;11
Undergraduate;7500.0;94;0.0;2.0;3.0;4.0;1.0;5.0;1;0;0;3;6;0;0;0;0;0;0;0;27;15;15.0;0;1;0;3
Undergraduate;38683.0;80;46.0;35.0;69.0;84.0;41.0;66.0;6;4;1;6;7;0;0;0;0;0;0;0;25;32;341.0;1;1;0;11
Undergraduate;49514.0;61;88.0;39.0;78.0;58.0;13.0;93.0;2;6;1;4;7;0;0;0;0;0;0;0;39;11;369.0;1;0;0;11
Graduate;57906.0;29;243.0;11.0;119.0;10.0;3.0;15.0;3;4;2;8;4;0;0;0;0;0;0;0;41;13;401.0;1;1;0;14
Graduate;43456.0;0;275.0;11.0;68.0;25.0;7.0;7.0;3;5;1;8;5;0;0;0;0;0;0;0;48;20;393.0;1;0;0;14
Graduate;19485.0;80;6.0;0.0;4.0;0.0;0.0;0.0;1;1;0;2;7;0;0;0;0;0;0;0;28;14;10.0;2;0;0;3
Undergraduate;53172.0;54;121.0;62.0;90.0;68.0;20.0;125.0;3;2;3;8;3;0;0;0;0;0;0;0;36;18;486.0;1;1;0;13
Undergraduate;30545.0;71;4.0;12.0;15.0;19.0;7.0;12.0;2;2;0;3;7;0;0;0;0;0;0;0;35;26;69.0;1;1;0;5
Graduate;70123.0;27;1308.0;0.0;396.0;23.0;0.0;0.0;1;5;7;4;3;0;1;0;0;1;0;0;31;14;1727.0;0;1;2;16
Undergraduate;62450.0;61;515.0;47.0;267.0;62.0;66.0;38.0;2;5;5;4;3;0;1;0;0;0;0;0;55;6;995.0;1;0;1;14
Undergraduate;21675.0;55;4.0;0.0;16.0;17.0;4.0;4.0;3;4;0;3;7;0;0;0;0;0;0;0;38;1;45.0;1;1;0;7
Undergraduate;42395.0;35;48.0;13.0;57.0;24.0;15.0;25.0;4;3;1;4;7;0;0;0;0;0;0;0;33;8;182.0;2;0;0;8
Graduate;61346.0;34;562.0;58.0;168.0;43.0;16.0;142.0;1;5;7;10;3;0;0;0;0;0;0;0;36;18;989.0;1;1;0;22
Undergraduate;80812.0;95;769.0;22.0;500.0;210.0;143.0;33.0;1;4;8;5;2;1;0;1;1;0;0;0;61;14;1677.0;0;1;3;17
Graduate;42835.0;64;379.0;4.0;93.0;12.0;9.0;98.0;7;6;6;4;6;0;0;0;0;0;0;0;43;17;595.0;2;0;0;16
Undergraduate;39922.0;30;29.0;12.0;59.0;19.0;1.0;36.0;2;3;0;4;8;0;0;0;0;0;0;0;31;22;156.0;1;1;0;7
Graduate;86424.0;12;387.0;68.0;569.0;89.0;45.0;68.0;1;6;9;12;1;0;0;0;0;0;0;0;58;7;1226.0;0;0;0;27
Undergraduate;17117.0;96;12.0;23.0;38.0;30.0;18.0;7.0;4;3;1;3;9;0;0;0;0;0;0;0;36;22;128.0;1;1;0;7
Undergraduate;24762.0;16;6.0;10.0;12.0;3.0;15.0;40.0;3;3;1;2;8;1;0;0;0;0;0;1;42;2;86.0;1;0;1;6
Undergraduate;35797.0;16;27.0;1.0;14.0;4.0;1.0;21.0;2;2;0;3;8;0;0;0;0;0;0;0;39;26;68.0;1;1;0;5
Undergraduate;36627.0;78;9.0;1.0;5.0;0.0;0.0;1.0;1;0;0;3;5;0;0;0;0;0;0;0;39;16;16.0;2;0;0;3
Undergraduate;51111.0;83;22.0;0.0;19.0;6.0;5.0;3.0;2;2;0;3;6;0;0;0;0;0;0;0;33;5;55.0;2;1;0;5
Graduate;86857.0;96;899.0;102.0;838.0;133.0;102.0;40.0;1;5;6;10;2;0;0;0;0;0;0;1;42;24;2114.0;0;0;0;21
Graduate;82072.0;67;889.0;55.0;685.0;168.0;92.0;129.0;1;3;2;13;1;0;0;0;0;0;0;0;44;22;2018.0;0;1;0;18
Graduate;46231.0;87;189.0;2.0;55.0;0.0;5.0;12.0;4;6;1;4;9;0;0;0;0;0;0;0;61;24;263.0;3;0;0;11
Undergraduate;42243.0;34;48.0;0.0;2.0;0.0;0.0;5.0;2;2;0;3;7;0;0;0;0;0;0;0;55;12;55.0;2;1;0;5
Undergraduate;51195.0;46;230.0;14.0;156.0;82.0;24.0;58.0;8;9;2;5;8;0;0;0;0;0;0;0;52;23;564.0;2;1;0;16
Graduate;68092.0;7;852.0;60.0;207.0;78.0;36.0;48.0;2;2;6;10;5;0;0;0;0;0;0;0;36;11;1281.0;0;0;0;18
Undergraduate;31814.0;73;35.0;3.0;20.0;4.0;1.0;20.0;2;2;0;3;9;1;0;0;0;0;0;0;41;15;83.0;1;1;1;5
Graduate;51390.0;54;205.0;20.0;47.0;23.0;2.0;56.0;6;5;2;5;5;0;0;0;0;0;0;0;49;28;353.0;2;0;0;12
Undergraduate;76630.0;93;255.0;31.0;446.0;40.0;56.0;175.0;1;3;10;11;1;0;0;0;0;0;0;0;31;10;1003.0;0;1;0;24
Basic;26868.0;52;0.0;0.0;1.0;8.0;3.0;2.0;1;1;0;2;7;0;0;0;0;0;0;0;23;7;14.0;1;0;0;3
Graduate;48948.0;53;437.0;8.0;206.0;160.0;49.0;42.0;2;7;10;5;6;1;0;0;0;0;0;1;71;23;902.0;0;0;1;22
Graduate;55260.0;81;825.0;8.0;53.0;11.0;0.0;242.0;2;8;10;5;6;0;0;0;0;0;0;0;42;24;1139.0;1;0;0;23
Undergraduate;64090.0;8;316.0;58.0;161.0;76.0;51.0;135.0;1;6;9;4;5;0;0;0;0;0;0;1;58;17;797.0;1;1;0;19
Undergraduate;78331.0;97;756.0;138.0;354.0;160.0;169.0;61.0;2;10;6;7;4;0;0;0;0;0;0;0;56;10;1638.0;1;0;0;23
Graduate;37087.0;50;194.0;55.0;134.0;15.0;0.0;3.0;3;4;2;8;6;0;0;0;0;0;0;0;40;13;401.0;1;1;0;14
Undergraduate;21846.0;38;7.0;17.0;18.0;6.0;10.0;26.0;4;4;0;3;8;0;0;0;0;0;0;0;28;13;84.0;1;0;0;7
Undergraduate;81320.0;61;183.0;33.0;493.0;59.0;103.0;57.0;1;4;3;10;2;0;0;0;0;0;0;0;56;18;928.0;0;1;0;17
Undergraduate;54137.0;46;171.0;0.0;11.0;0.0;1.0;20.0;2;4;1;4;6;0;0;0;0;0;0;0;44;15;203.0;1;0;0;9
Undergraduate;66825.0;73;243.0;101.0;405.0;29.0;40.0;40.0;1;4;5;6;2;0;0;0;0;0;0;0;47;17;858.0;0;1;0;15
Undergraduate;57100.0;19;181.0;21.0;69.0;39.0;3.0;96.0;1;3;3;6;3;0;0;0;0;0;0;0;41;20;409.0;0;1;0;12
Undergraduate;58917.0;10;151.0;7.0;89.0;0.0;7.0;28.0;5;4;1;6;5;0;0;0;0;0;0;0;45;20;282.0;3;1;0;11
Undergraduate;85072.0;94;494.0;92.0;391.0;194.0;11.0;241.0;1;3;4;10;0;0;0;0;0;0;0;0;37;3;1423.0;0;0;0;17
Undergraduate;86429.0;10;464.0;28.0;873.0;29.0;18.0;37.0;0;7;4;7;2;0;0;0;1;0;0;1;53;12;1449.0;0;0;1;18
Undergraduate;45684.0;37;5.0;1.0;5.0;10.0;0.0;7.0;1;1;0;2;7;0;0;0;0;0;0;0;43;22;28.0;1;0;0;3
Undergraduate;47889.0;94;29.0;0.0;29.0;0.0;5.0;4.0;1;2;0;3;5;0;0;0;0;0;0;0;40;8;67.0;1;1;0;5
Graduate;45921.0;23;102.0;9.0;49.0;24.0;3.0;12.0;1;2;1;6;4;0;0;0;0;0;0;0;28;2;199.0;0;1;0;9
Graduate;78420.0;75;604.0;28.0;674.0;91.0;28.0;28.0;1;3;10;8;1;0;0;0;0;0;0;0;48;17;1453.0;0;0;0;21
Undergraduate;75114.0;40;571.0;12.0;523.0;63.0;60.0;24.0;1;3;10;5;2;0;0;0;0;0;0;0;22;17;1253.0;0;1;0;18
Graduate;52278.0;24;953.0;0.0;71.0;0.0;0.0;174.0;6;10;5;10;8;0;0;0;0;0;0;1;51;22;1198.0;1;0;0;25
Graduate;35641.0;11;63.0;3.0;67.0;8.0;9.0;28.0;2;3;1;4;7;0;0;0;0;0;0;1;42;17;178.0;1;1;0;8
Undergraduate;95529.0;29;770.0;29.0;890.0;250.0;27.0;24.0;1;7;3;7;3;0;0;1;0;0;0;1;20;33;1990.0;0;0;1;17
Undergraduate;62820.0;51;398.0;61.0;265.0;138.0;61.0;53.0;1;3;4;6;1;0;0;0;0;0;0;0;60;13;976.0;0;1;0;13
Graduate;73113.0;86;741.0;19.0;154.0;50.0;9.0;28.0;1;3;4;7;2;0;0;0;0;0;0;0;54;11;1001.0;0;1;0;14
Graduate;84169.0;9;1478.0;19.0;403.0;0.0;19.0;0.0;1;7;6;6;3;0;1;1;0;0;0;1;32;17;1919.0;0;1;2;19
Undergraduate;42607.0;30;156.0;29.0;56.0;30.0;32.0;47.0;2;3;2;7;3;0;0;0;0;0;0;0;60;12;350.0;1;0;0;12
Graduate;74637.0;73;960.0;64.0;464.0;146.0;0.0;16.0;1;6;9;9;3;0;0;0;1;0;0;0;60;18;1650.0;0;0;1;24
Graduate;46015.0;25;38.0;0.0;2.0;0.0;0.0;6.0;1;1;0;3;7;1;0;0;0;1;0;0;59;7;46.0;2;1;2;4
Undergraduate;72354.0;67;315.0;26.0;473.0;220.0;12.0;182.0;1;2;10;6;1;0;0;0;0;0;0;0;21;19;1228.0;0;0;0;18
Graduate;39858.0;67;15.0;20.0;25.0;2.0;7.0;26.0;1;2;0;4;6;0;0;0;0;0;0;1;45;22;95.0;1;0;0;6
Graduate;34469.0;58;19.0;6.0;20.0;0.0;5.0;12.0;3;1;1;4;4;0;0;0;0;0;0;0;66;8;62.0;2;1;0;6
Undergraduate;83033.0;82;812.0;99.0;431.0;237.0;149.0;33.0;1;11;4;10;5;0;0;0;1;0;0;0;28;6;1761.0;1;1;1;25
Graduate;24401.0;98;73.0;28.0;217.0;10.0;24.0;115.0;3;6;1;6;8;0;0;0;0;0;0;0;35;27;467.0;0;1;0;13
Undergraduate;77583.0;93;372.0;23.0;384.0;250.0;12.0;108.0;1;4;5;9;2;0;0;0;1;0;0;0;36;2;1149.0;0;1;1;18
Undergraduate;74116.0;53;871.0;111.0;704.0;145.0;55.0;166.0;1;4;4;10;2;0;1;0;0;0;0;0;32;11;2052.0;0;0;1;18
Undergraduate;74293.0;66;375.0;152.0;335.0;93.0;91.0;81.0;1;5;4;6;2;0;0;0;0;0;0;0;21;8;1127.0;0;0;0;15
Graduate;68397.0;6;760.0;80.0;466.0;17.0;13.0;80.0;1;6;9;5;3;0;0;0;0;0;0;0;38;12;1416.0;1;1;0;20
Graduate;79632.0;42;471.0;0.0;510.0;99.0;21.0;12.0;1;6;4;9;2;0;0;0;0;0;0;0;40;4;1113.0;0;1;0;19
Undergraduate;46107.0;78;31.0;9.0;27.0;16.0;9.0;33.0;1;1;1;4;3;0;0;0;0;0;0;0;25;2;125.0;1;0;0;6
Graduate;64950.0;29;819.0;0.0;72.0;12.0;0.0;63.0;2;11;2;10;7;0;1;0;0;0;0;0;63;24;966.0;1;0;1;23
Basic;25443.0;82;1.0;4.0;3.0;8.0;9.0;7.0;1;1;0;3;8;0;0;0;0;0;0;0;25;23;32.0;1;1;0;4
Undergraduate;75127.0;92;203.0;35.0;305.0;46.0;17.0;227.0;1;2;11;5;1;0;0;0;0;0;0;0;62;6;833.0;0;0;0;18
Graduate;32892.0;78;26.0;0.0;15.0;2.0;1.0;2.0;2;3;0;3;8;0;0;0;0;0;0;0;43;6;46.0;1;1;0;6
Undergraduate;71796.0;54;354.0;21.0;311.0;167.0;75.0;32.0;1;9;3;4;4;0;0;0;0;0;0;0;43;13;960.0;0;1;0;16
Graduate;67536.0;45;1253.0;0.0;447.0;23.0;71.0;35.0;3;11;5;11;8;0;0;0;1;0;0;0;44;18;1829.0;1;1;1;27
Undergraduate;55239.0;59;371.0;17.0;238.0;23.0;24.0;106.0;3;7;5;11;5;0;0;0;0;0;0;0;43;17;779.0;1;0;0;23
Graduate;60554.0;8;588.0;7.0;76.0;110.0;15.0;15.0;2;8;4;9;6;0;0;0;0;0;0;0;39;15;811.0;1;0;0;21
Undergraduate;64831.0;51;480.0;86.0;249.0;75.0;86.0;144.0;8;6;3;5;6;0;0;0;0;0;0;0;62;14;1120.0;2;0;0;14
Graduate;56067.0;51;517.0;12.0;54.0;16.0;6.0;120.0;2;7;4;7;5;0;0;0;0;0;0;0;52;16;725.0;1;1;0;18
